208929.6131,34854.66966,20955.89042
199526.2315,35653.99738,20827.2432
190546.0718,36517.66148,20610.54194
181970.0859,37367.36174,20426.24741
173780.0829,38270.47457,20193.05506
165958.6907,39207.21532,19873.19393
158489.3192,40124.66919,19517.17065
151356.1248,41026.85473,19170.81666
144543.9771,41765.9485,18775.13798
138038.4265,42362.16502,18368.65172
131825.6739,42918.41555,17918.16492
125892.5412,43545.66727,17453.67936
120226.4435,44157.53839,16960.20754
114815.3621,44816.9419,16416.35774
109647.8196,45512.14343,15756.55261
104712.8548,46124.10916,15054.93285
100000,46651.03043,14491.86184
95499.2586,47130.9185,13968.45168
91201.08394,47468.2572,13449.66589
87096.359,47804.99591,12993.14247
83176.37711,48148.03417,12611.4442
79432.82347,48498.56923,12274.257
75857.7575,48875.0877,11863.10005
72443.59601,49205.31682,11408.9786
69183.09709,49479.76182,10871.49523
66069.3448,49792.66115,10270.70689
63095.73445,50015.74827,9719.754292
60255.95861,50133.31685,9270.840578
57543.99373,50264.85491,8833.673323
54954.08739,50346.24731,8409.683946
52480.74602,50556.52971,8010.987391
50118.72336,50760.80795,7688.358319
47863.00923,50964.48052,7327.740806
45708.81896,51059.33214,6946.702036
43651.58322,51222.33181,6523.805638
41686.93835,51352.34733,6190.227095
39810.71706,51464.97171,5869.489828
38018.93963,51552.11367,5569.332597
36307.80548,51619.21855,5240.11995
34673.68505,51687.09607,4928.770378
33113.11215,51714.20855,4638.532131
31622.7766,51737.53626,4334.644698
30199.5172,51751.20504,3895.541352
28840.31503,51969.98398,3477.454844
27542.28703,51963.10846,3253.145834
26302.67992,51978.64468,3015.15795
25118.86432,51984.4403,2825.179249
23988.32919,52061.75784,2558.583279
22908.67653,52253.83277,2403.941039
21877.61624,52383.11528,2169.929793
20892.96131,52451.78679,1956.684341
19952.62315,52519.18842,1702.88658
19054.60718,52602.23659,1527.334128
18197.00859,52679.60387,1381.28599
17378.00829,52751.52013,1161.716131
16595.86907,52740.45953,922.8714944
15848.93192,52571.41489,634.810387
15135.61248,52300.63492,364.9708959
14454.39771,52223.91448,129.4810735
13803.84265,52107.69258,-185.5615913
13182.56739,52050.94214,-558.3666096
12589.25412,52041.46827,-884.1459464
12022.64435,52126.87588,-1038.000724
11481.53621,52129.88614,-1055.922126
10964.78196,52521.39487,-1216.250412
10471.28548,52968.86555,-1411.59305
10000,53388.44662,-1679.503888
9549.92586,53660.34224,-1775.552956
9120.108394,53523.30826,-1666.493181
8709.6359,53394.70132,-1881.273592
8317.637711,53325.90826,-1972.234715
7943.282347,53317.23093,-2441.881326
7585.77575,53334.94783,-2766.351301
7244.359601,53545.74028,-3154.245114
6918.309709,53894.33274,-3351.791485
6606.93448,54376.80978,-3206.016689
6309.573445,54856.20613,-3265.196991
6025.595861,55334.37318,-3394.011264
5754.399373,55657.9347,-3678.314208
5495.408739,55859.37513,-3665.299362
5248.074602,55721.26347,-3491.729541
5011.872336,56171.33675,-3079.496131
4786.300923,56298.07226,-2740.200553
4570.881896,56532.89664,-2051.17052
4365.158322,56811.51485,-1260.896956
4168.693835,57173.68103,-380.803963
3981.071706,58098.11871,690.7499467
3801.893963,58807.06513,1245.471811
3630.780548,59841.02515,1920.982234
3467.368505,60879.11339,2939.283025
3311.311215,61970.89525,4398.030089
3162.27766,62884.52811,6557.583465
3019.95172,63473.69953,9662.324437
2884.031503,63367.22365,13635.61561
2754.228703,62400.1938,18544.68468
2630.267992,60199.28357,23640.88831
2511.886432,56665.87695,28912.35868
2398.832919,51664.27789,33557.56683
2290.867653,45342.00995,37395.24186
2187.761624,38242.54485,39859.46601
2089.296131,30753.31421,40468.39549
1995.262315,23522.88193,39641.33757
1905.460718,16995.95597,37466.87642
1819.700859,11658.00768,34482.46776
1737.800829,7811.243658,30755.66104
1659.586907,5057.461622,26899.50648
1584.893192,3123.959447,23270.32862
1513.561248,1740.105652,20079.1451
1445.439771,715.1751296,17373.251
1380.384265,-29.36428376,15065.2005
1318.256739,-483.9121081,13005.68311
1258.925412,-624.9261761,11082.68386
1202.264435,-510.6152613,9311.914424
1148.153621,-341.6926526,7862.807364
1096.478196,-397.539199,6940.377653
1047.128548,-719.514606,6415.974506
1000,-369.1470218,5069.372603
